DATE,COMNAM,NCUSIP,PERMNO
19680102,CARLISLE CORP,14233910,27334
19860530,CARLISLE COMPANIES,14233910,27334
19910516,CARLISLE PLASTICS INC,14252210,76637
19870130,CARLTON COMMUNICATIONS PLC,14287220,11054
19970327,CARLYLE INDUSTRIES INC,14309310,81143
20120503,CARLYLE GROUP L P,14309L10,13405
19861010,CARMIKE CINEMAS INC,14343610,10750
20020523,CARMIKE CINEMAS INC,14343640,89386
19940908,CARNEGIE BANCORP,14349010,80923
19951129,CARNEGIE GROUP INC,14349710,82560
19870724,CARNIVAL CRUISE LINES INC,14365810,75154
19940425,CARNIVAL CORP,14365810,75154
20030421,CARNIVAL CORP,14365830,75154
19861126,CAROLCO PICTURES INC,14376310,70455
20021218,CAROLINA BANK HOLDINGS INC,14378510,89615
19910220,CAROLINA FINANCIAL CORP,14387210,11248
20140701,CAROLINA FINANCIAL CORP,14387310,14793
19961125,CAROLINA FINCORP INC,14387410,84199
19990423,CAROLINA FIRST BANCSHARES INC,14387510,86859
19861106,CAROLINA FIRST CORP,14387710,10825
20051215,CAROLINA NATIONAL CORP,14406010,91017
19680102,CAROLINA POWER & LIGHT CO,14414110,23114
19880727,CAROLINA SOUTHERN BK SPARTANBURG,14416210,12139
19681104,CARPENTER TECHNOLOGY CORP,14428510,20618
19970918,CARRAMERICA REALTY CORP,14441810,78931
19930702,CARR GOTTSTEIN FOODS CO,1.44E+14,79435
19980520,CARREKER ANTINORI INC,14443310,86055
20000623,CARREKER CORP,14443310,86055
19840801,CARRIAGE INDUSTRIES INC,14444810,21638
19980731,CARRIER ACCESS CORP,14446010,86246
19680102,CARRIER CORP,14446510,22533
19940517,CARROLLTON BANCORP,14528210,80517
19710223,CARROLS DEVELOPMENT CORP,14574410,52003
19830916,CARROLS CORP,14574410,52003
19961015,CARSON INC,14584510,84018
19931101,CARSON PIRIE SCOTT & CO IL,14590310,79811
19740531,CARTER HAWLEY HALE STORES INC,14622710,40352
19921104,CARTER HAWLEY HALE STORES INC,14622730,78063
20031024,CARTERS INC,14622910,89876
19680102,CARTER WALLACE INC,14628510,26374
19961017,CARVER BANCORP INC,14687510,80960
20111101,CARVER BANCORP INC,14687560,80960
19850509,CARVER CORP WA,14688110,86431
19830222,CASABLANCA INDUSTRIES INC,14712910,37348
19940121,CASCADE BANCORP,14715410,80112
20101122,CASCADE BANCORP,14715420,80112
19940729,CASCADE COMMUNICATIONS CORP,14718410,80743
19721214,CASCADE CORP,14719510,21726
19941201,CASCADE FINANCIAL CORP,14727210,77898
19880615,CASCADE INTERNATIONAL INC,14728010,10625
20041215,CASCADE MICROTECH INC,14732210,90478
19721214,CASCADE NATURAL GAS CORP,14733910,56952
19970801,CASCO INTERNATIONAL INC,14739910,85003
19940624,CASE EQUIPMENT CORP,14743R10,80678
19940701,CASE CORP,14743R10,80678
19971029,CASELLA WASTE SYSTEMS INC,14744810,85464
19831020,CASEYS GENERAL STORES INC,14752810,21742
19870129,CASH AMERICA INVESTMENTS INC,14754D10,75215
19920424,CASH AMERICA INTERNATIONAL INC,14754D10,75215
20040106,CASH SYSTEMS INC,14756B10,89978
19930811,CASINO & CREDIT SVCS INC,14757410,79475
19930405,CASINO DATA SYSTEMS,14758310,79078
19921023,CASINO MAGIC CORP,14759010,78023
19970224,CASMYN CORP,14761910,84521
19951220,CASTELLE,14790510,82685
19941014,CASTECH ALUMINUM GROUP INC,14838010,81025
19930305,CASTLE & COOKE HOMES INC,14842610,79032
19951227,CASTLE & COOKE INC NEW,14843310,82771
19860925,CASTLE ENERGY CORP,14844910,54245
19870702,CASTLE ENERGY CORP,14844920,54245
19931115,CASTLE ENERGY CORP,14844930,54245
19970912,CASTLE DENTAL CENTERS INC,14844P10,85363
19880920,CASUAL MALE CORP,14870810,11987
20140731,CATALENT INC,14880610,14763
19880512,CATALINA LIGHTING INC,14886510,75286
20020404,CATALINA LIGHTING INC,14886520,75286
19920327,CATALINA MARKETING CORP,14886710,77472
19951116,CATALYST INTERNATIONAL INC,14887T10,82564
19930511,CATALYST SEMICONDUCTOR INC,14888110,79156
19930209,CATALYTICA INC,14888510,78879
20120711,CATAMARAN CORP,14888710,91367
20081001,CATALYST HEALTH SOLUTIONS INC,14888B10,87492
19990211,CATAPULT COMMUNICATIONS CORP,14901610,86713
20031202,CATELLUS DEVELOPMENT CORP NEW,14911310,76513
19680102,CATERPILLAR TRACTOR INC,14912310,18542
19860522,CATERPILLAR INC,14912310,18542
19901214,CATHAY BANCORP INC,14915010,76504
20031105,CATHAY GENERAL BANCORP,14915010,76504
19910725,CATHERINES STORES CORP,14916F10,76747
19960418,CATSKILL FINANCIAL CORP,14934810,83363
19860408,CAVALIER HOMES INC,14950710,75216
19980317,CAVALRY BANCORP INC,14954710,85861
19980403,CAVANAUGHS HOSPITALITY CORP,14956410,85939
19790309,CAVCO INDUSTRIES INC,14956710,21806
19991029,CAVION TECHNOLOGIES INC,14964910,87305
20110620,CAVIUM INC,14964U10,92034
19960719,CAYENNE SOFTWARE INC,14974410,77091
20000615,C D & L INC,14983Y10,82557
20051102,CBEYOND COMMUNICATIONS INC,14984710,90966
20060721,CBEYOND INC,14984710,90966
20051019,C B O T HOLDINGS INC,14984K10,90920
19980519,CEANIC CORP,14990910,79378
19870423,CEDAR FAIR L P,15018510,75041
19891127,CEDAR GROUP INC,15033210,76039
19940314,CEDAR GROUP INC,15033230,80314
20030805,CEDAR SHOPPING CENTERS INC,15060210,10952
20031020,CEDAR SHOPPING CENTERS INC,15060220,10952
20111110,CEDAR REALTY TRUST INC,15060220,10952
19880307,CEL SCI CORP,15083710,44813
19950501,CEL SCI CORP,15083740,44813
20130925,CEL SCI CORP,15083750,44813
19940121,CELADON GROUP INC,15083810,80113
20131111,CELATOR PHARMACEUTICALS INC,15089R10,14305
19860724,CELLULAR COMMUNICATIONS INC,15090910,10528
19870827,CELL TECHNOLOGY INC,15091110,11641
19891208,CELLULAR INFORMATION SYS INC,15091510,75903
19910812,CELLULAR COMMUNICATIONS INTL INC,15091810,76899
19920228,CELLULAR COMMUNICATIONS PR INC,15091910,77361
19930126,CELL GENESYS INC,15092110,78815
19951220,CELERITEK INC,15092610,82681
19970321,CELL THERAPEUTICS INC,15093410,84604
20070416,CELL THERAPEUTICS INC,15093440,84604
20080902,CELL THERAPEUTICS INC,15093450,84604
20110516,CELL THERAPEUTICS INC,15093460,84604
20120904,CELL THERAPEUTICS INC,15093488,84604
19970702,CENTENNIAL HEALTHCARE CORP,15093710,85174
19921216,CELEBRITY INC,15100410,78150
19990301,CELEBRITY INC,15100420,78150
20080701,CELERA CORP,1.51E+14,92750
19971104,CELERITY SYSTEMS INC,15100R10,85533
19930713,CELESTIAL SEASONINGS INC NEW,15101610,79374
19980701,CELESTICA INC,15101Q10,86115
19870728,CELGENE CORP,15102010,11552
19721214,CELINA FINANCIAL CORP,15103310,21873
19981104,CELL PATHWAYS INC,15114R10,86420
19920313,CELLCOR INC,15115510,77407
20000126,CELLTECH GROUP PLC,15115810,87531
19830926,CELLULAR PRODUCTS INC,15116410,21929
19910806,CELLULAR TECHNICAL SVCS CO INC,15116710,76908
19990105,CELLULAR TECHNICAL SVCS CO INC,15116730,76908
20100122,CELLU TISSUE HOLDINGS INC,15116910,93198
19980902,CELLULAR COMMUNICATIONS PR INC N,15116N10,77361
20081001,CELLDEX THERAPEUTICS INC,15117B10,10258
20130725,CELLULAR DYNAMICS INTL INC,15117V10,14052
19910226,CELTRIX LABORATORIES INC,15118610,76564
19920103,CELTRIX PHARMACEUTICALS INC,15118610,76564
19900703,CELUTEL INC,15120320,76250
19971218,CENDANT CORP,15131310,25487
19911025,CENFED FINANCIAL CORP,15131U10,77024
19920806,CENIT BANCORP INC,15131W10,77835
19820503,CENTEL CORP,15133410,47052
19900530,CENTENNIAL BANCORP,15133T10,10961
19920210,CENTENNIAL CELLULAR CORP,15133V10,77163
19990112,CENTENNIAL CELLULAR CORP,15133V20,77163
20000229,CENTENNIAL COMMUNICATIONS CP NEW,15133V20,77163
20011213,CENTENE CORP DEL,15135B10,89269
19840726,CENTENNIAL SAVINGS BK FSB COLO,15136210,21980
19940412,CENTENNIAL TECHNOLOGIES INC,15139210,80414
20001130,CENTENNIAL TECHNOLOGIES INC,15139220,88796
19960624,CENTER BANCORP INC,15140810,83642
19900418,CENTER BANKS INC,15140910,10309
20021029,CENTER FINANCIAL CORP,1.51E+14,89524
19950710,CENTER FINANCIAL CORPORATION,15146R10,10569
19860529,CENTERIOR ENERGY CORP,15188310,69243
20070403,CENTERLINE HOLDING CO,15188T10,85420
19931203,CENTERPOINT PROPERTIES CORP,15189510,80075
19971016,CENTERPOINT PROPERTIES TRUST,15189510,80075
20010220,CENTERSTATE BANKS OF FLORIDA INC,15201P10,88908
20090617,CENTERSTATE BANKS INC,15201P10,88908
19980831,CENTERTRUST RETAIL PPTYS INC,15203810,80090
19711228,CENTEX CORP,15231210,53831
19870922,CENTEX TELEMANAGEMENT INC,15231510,11706
19911011,CENTIGRAM COMMUNCATIONS CORP,15231710,77025
20000524,CENTILLIUM COMMUNICATIONS INC,15231910,88248
19940412,CENTEX CONSTRUCTION PRODUCTS INC,15231R10,80415
19821214,CENTOCOR INC,15234210,22016
20000203,CENTRA SOFTWARE INC,15234X10,87595
19680102,CENTRAL & SOUTH WEST CORP,15235710,23851
20051221,CENTRACORE PROPERTIES TRUST,15235H10,85941
19870924,CENTRAL & SOUTHERN HOLDING CO GA,15236210,11716
19990108,CENTRAL BANCORP INC,15241810,10769
19871209,CENTRAL BANCORPORATION WA,15242210,11817
19730123,CENTRAL BANCSHARES SOUTH INC,15242510,22032
19861020,CENTRAL CO OPERATIVE BANK MA,15313710,10769
19980519,CENTRAL COAST BANCORP,15314510,86056
19790601,CENTRAL FIDELITY BANKS INC,15346910,22075
20031212,CENTRAL FREIGHT LINES INC NEV,15349110,89926
19930715,CENTRAL GARDEN & PET CO,15352710,77780
20070206,CENTRAL GARDEN & PET CO,15352720,91815
19851023,CENTRAL HOLDING CO,15358510,86482
19910701,CENTRAL INDIANA BANCORP,15367210,76728
19850531,CENTRAL JERSEY BANCORP,15376910,22083
20050103,CENTRAL JERSEY BANCORP NJ,15377010,89740
19891212,CENTRAL JERSEY FINANCIAL CORP,15377610,86503
19921023,CENTRAL MORTGAGE BANCSHARES INC,15420710,78024
19890921,CENTRAL NEWSPAPERS INC,15464710,75808
19951010,CENTRAL PARKING CORP,15478510,82295
19860707,CENTRAL PENNSYLVANIA FINL CORP,15480310,22171
19800729,CENTRAL RESERVE LIFE CORP,15505510,22198
19850517,CENTRAL SPRINKLER CORP,15518410,86511
19941007,CENTRAL TRACTOR FARM & CNTRY INC,15556010,80967
20040305,CENTRAL VALLEY COMM BANCORP,15568510,90082
19721214,CENTRAL VERMONT PUB SVC CORP,15577110,63503
19930414,CENTRAL VIRGINIA BANKSHARES INC,15579210,79080
19970515,CENTRIS GROUP INC,15590410,10803
19721214,CENTRAN BANCSHARES CORP,15626010,22243
19740405,CENTRAN CORP,15626010,22243
19881020,CENTRUM INDUSTRIES INC,15640H10,32716
19850515,CENTRUST SAVINGS BANK MIAMI FL,15640L10,69278
19870323,CENTRUST SAVINGS BANK MIAMI FL,15640L40,75043
19901105,CENTURA BANKS INC,15640T10,76497
20031010,CENTRUE FINANCIAL CORP,15641R10,78830
19881108,CENTURION MINES CORPORATION,15642210,12145
19961223,CENTURY BANCORP INC NC,15643310,84295
19970923,CENTURY BANCSHARES INC,15643610,85370
20140930,CENTRUS ENERGY CORP,15643U10,86233
19860212,CENTURY COMMUNICATIONS CORP,15650310,10048
19960603,CENTURY FINANCIAL CORP PA,15652610,83646
19841207,CENTURY MEDICORP INC,15662010,61795
19900514,CENTURY MEDICORP INC,15662030,61795
19891218,CENTURY SOUTH BANKS INC,15668310,76055
19721214,CENTURY TELEPHONE ENTRPRS INC,15668610,60599
19990510,CENTURYTEL INC,15670010,60599
20100601,CENTURYLINK INC,15670010,60599
19910425,CEPHALON INC,15670810,76625
20000621,CEPHEID,15670R10,88331
20040517,CENVEO INC,15670S10,82266
20160714,CENVEO INC,15670S40,82266
19840718,CERADYNE INC CA,15671010,22374
19811124,CERBERONICS INC,15671310,22382
19880229,CERBCO INC,15671310,22382
19821122,CERBERONICS INC,15671320,86530
19981214,CERES GROUP INC,15677210,22198
20120222,CERES INC,15677310,13264
20150409,CERES INC,15677340,13264
20010402,CERIDIAN CORP NEW,15677910,38914
20000828,CEREUS TECHNOLOGY PARTNERS INC,15677Q10,88506
19920603,CERIDIAN CORP,15677T10,38914
19861205,CERNER CORP,15678210,10909
19810914,CERON RESOURCES CORP,15678610,22411
19830929,CERPROBE CORP,15678710,22430
19680102,CERTAIN TEED PRODUCTS CORP,15687910,11105
19760528,CERTAIN TEED CORP,15687910,11105
20010709,CERTEGY INC,15688010,89003
19940408,CERPLEX GROUP INC,15691320,80440
19960524,CERION TECHNOLOGIES INC,15691610,83489
19810306,CETUS CORP,15719910,22497
20031208,CEVA INC,15721010,89572
19840511,CHALONE INC,15763910,22569
19910605,CHALONE WINE GROUP LTD,15763910,22569
19851025,CHAMBERS DEVELOPMENT INC,15782910,69286
19860417,CHAMBERS DEVELOPMENT INC,15782920,69294
20130521,CHAMBERS STREET PROPERTIES,15784210,13889
19870629,CHAMPION ENTERPRISES INC,15849610,41419
19941207,CHAMPION HEALTHCARE CORP,15850B10,81122
19720515,CHAMPION INTERNATIONAL CORP,15852510,21397
19980310,CHAMPIONSHIP AUTO RACING TM INC,15871110,85902
19990729,CHAMPPS ENTERTAINMENT INC DEL,15878710,85222
19831006,CHANCELLOR CORP MASS,15882810,22593
19960209,CHANCELLOR CORP DEL,15891010,85409
19960327,CHANCELLOR BROADCASTING CO DEL,15891010,85409
19970908,CHANCELLOR MEDIA CORP,15891510,79163
19781013,CHAPARRAL RESOURCES INC,15942020,22673
19990423,CHAPARRAL RESOURCES INC,15942030,22673
19880707,CHAPARRAL STEEL CO,15942210,75335
19980814,CHAPMAN CAPITAL MGMT HLDGS INC,15950810,86317
19980227,CHAPMAN HOLDINGS INC,15951610,85809
20000623,CHARLES RIVER LABS INTL INC,15986410,88281
19880122,CHARTER ONE FINANCIAL INC,16090310,10725
19971016,CHARTER MUNICIPAL MTG ACCPTNCE C,16090810,85420
20031119,CHARTERMAC,16090810,85420
19991020,CHARLOTTE RUSSE HOLDING INC,16104810,87306
19721214,CHARMING SHOPPES INC,16113310,22753
19910219,CHARTER BANCSHARES INC,16115710,76982
19921203,CHART INDUSTRIES INC,16115Q10,78786
20060726,CHART INDUSTRIES INC,16115Q30,91402
19711006,CHARTER COMPANY,16117710,53364
19991109,CHARTER COMMUNICATIONS INC,16117M10,87378
20100914,CHARTER COMMUNICATIONS INC,16117M30,12308
19910204,CHARTER FSB BANCORP INC,16121810,11991
19840320,CHARTER FEDERAL S & L ASSN VA,16122310,22809
19881109,CHARTER FEDERAL SAVINGS BANK VA,16122310,22809
19931221,CHARTER FEDERAL SAVINGS BANK VA,16122320,22809
19951228,CHARTER FINANCIAL INC,16122510,79679
19870206,CHARTER POWER SYSTEMS INC,16132210,71685
19960809,CHARTWELL LEISURE INC,16139F10,81093
19951227,CHARTWELL RE CORP,16139W10,82689
19960126,CHASE FEDERAL SVGS BK MIAMI FL,16151W10,82814
19970515,CHASE INDUSTRIES INC,16156810,81056
19680102,CHASE MANHATTAN BANK NY,16160910,41718
19690325,CHASE MANHATTAN CORP,16161010,41718
19960401,CHASE MANHATTAN CORP NEW,16161A10,47896
19870723,CHASE MEDICAL GROUP INC,16162410,11546
19970523,CHATEAU COMMUNITIES INC,16172610,79897
19931117,CHATEAU PROPERTIES INC,16173910,79897
20100416,CHATHAM LODGING TRUST,16208T10,93314
19921211,CHATTAHOOCHEE BANCORP INC,16233210,78135
19721214,CHATTEM DRUG & CHEM CO,16245610,22905
19781002,CHATTEM INC,16245610,22905
19860709,CHAUS BERNARD INC,16251010,69809
19971210,CHAUS BERNARD INC,16251020,69809
19990319,CHEAP TICKETS INC,16267210,86769
19900117,CHECK EXPRESS INC,16277430,76323
19920928,CHECK EXPRESS INC,16277440,76323
19911115,CHECKERS DRIVE IN RSTRNTS INC,16280910,77095
19990810,CHECKERS DRIVE IN RSTRNTS INC,16280930,77095
20000803,CHECKFREE CORP NEW,16281310,82255
19930929,CHECKMATE ELECTRONICS INC,16281420,79574
19790529,CHECKPOINT SYSTEMS INC,16282510,22921
19851004,CHECK ROBOT INC,16282910,86554
19810608,CHEFS INTERNATIONAL INC,16308210,22956
19961125,CHEFS INTERNATIONAL INC NEW,16308260,22956
19961223,CHEFS INTERNATIONAL INC,16308260,22956
20000928,CHELL GROUP CORP,16322310,76400
20010102,CHELSEA PROPERTY GROUP INC,16342110,79778
20060502,CHELSEA THERAPEUTICS INTL LTD,16342810,91270
19721214,CHEMED CORP,16359610,64194
19831013,CHEMEX PHARMACEUTICALS INC,16361010,23019
19920416,CHEMEX PHARMACEUTICALS INC,16361030,23019
19820621,CHEMFIX TECHNOLOGIES INC,16361110,23027
19900917,CHEMI TROL CHEMICAL CO,16361610,76483
19970107,CHEMFIRST INC,16361A10,84382
19911113,CHEMFAB CORP,16361L10,23035
19880426,CHEMICAL BANKING CORP,16372210,47896
19880426,CHEMICAL BANKING CORP,16372220,75044
19880802,CHEMICAL FINANCIAL CORP,16373110,11992
19770707,CHEMICAL LEAMAN CORP,16374910,23051
19861016,CHEMICAL WASTE MGMT INC,16381210,70471
19890511,CHEMPOWER INC,16386510,75627
20050705,CHEMTURA CORP,16389310,38420
20101111,CHEMTURA CORP,16389320,38420
20121116,CHEMUNG FINANCIAL CORP,16402410,13694
19970411,CHENIERE ENERGY INC,16411R10,84723
20001018,CHENIERE ENERGY INC,16411R20,84723
20131213,CHENIERE ENERGY PTNRS LP HLDGS,16411W10,14335
19941227,CHEROKEE INC DEL NEW,16444H10,79315
20040220,CHEROKEE INTL CORP,16445010,90026
19860702,CHERRY CORP,16454110,23115
19940715,CHERRY CORP,16454120,80739
19940712,CHERRY CORP,16454130,23115
19990621,CHERRY CORP,16454140,23115
19880308,CHESAPEAKE BIOLOGICAL LABS INC,16514610,10726
19680102,CHESAPEAKE CORP VA,16515910,21960
19930205,CHESAPEAKE ENERGY CORP,16516710,78877
20100729,CHESAPEAKE MIDSTREAM PTNRS L P,16524K10,11003
19721214,CHESAPEAKE UTILITIES CORP,16530310,23182
19900807,CHESTER COUNTY BANCSHARES INC,16556410,76324
19900516,CHESTER VALLEY BANCORP,16633510,11216
20010502,CHESTERFIELD FINANCIAL CORP,16643510,88974
19850305,CHEUNG LABS INC,16674610,86589
19840402,CHEVRON CORP,16675110,14541
20011010,CHEVRONTEXACO CORP,16676410,14541
20050510,CHEVRON CORP NEW,16676410,14541
20040106,CHEVIOT FINANCIAL CORP,16677410,90007
19851003,CHEYENNE SOFTWARE INC,16688810,86597
19930218,CHIC BY H I S INC,16711310,78937
20010312,CHICAGO BRIDGE & IRON CO N V,16725010,84651
19861021,CHICAGO DOCK AND CANAL TRUST,16733910,10770
20021206,CHICAGO MERCANTILE EXCH HLDG INC,16776010,89626
19961009,CHICAGO PIZZA & BREWERY INC,16788910,84062
19980618,CHICAGO TITLE CORP,16822810,86118
20060720,CHICOPEE BANCORP INC,16856510,91397
19930324,CHICOS FAS INC,16861510,78963
19680102,CHIEF CONSOLIDATED MNG CO,16862810,30517
19850823,CHILD WORLD INC NEW,16871010,86610
19930513,CHILDRENS BROADCASTING CORP,16875510,79147
19960123,CHILDRENS BROADCASTING CORP,16875520,79147
19851017,CHILDRENS DISCOVERY CTRS AM INC,16875710,86626
19911010,CHILDRENS DISCOVERY CTRS AM INC,16875720,86626
19940215,CHILDRENS COMPREHENSIVE SVCS INC,16875K10,11545
19960322,CHILDRENS COMPREHENSIVE SVCS INC,16875K20,11545
19900524,CHILES OFFSHORE CORP,16888710,76186
20000919,CHILES OFFSHORE INC,16888M10,88588
19970919,CHILDRENS PLACE RTL STORES INC,16890510,85390
20140618,CHILDRENS PLACE INC,16890510,85390
20020802,CHINDEX INTL INC,16946710,80804
19910503,CHIPCOM CORP,16961710,76654
20000809,CHIPPAC INC,16965710,88508
19910625,CHIPPEWA RESOURCES CORP,16985210,76680
19861008,CHIPS & TECHNOLOGIES INC,17002110,10738
19920403,CHIPSOFT INC,17002710,77499
19900321,CHIQUITA BRANDS INTL INC,17003210,14955
20020320,CHIQUITA BRANDS INTL INC,17003280,89329
19960306,CHIREX INC,17003810,83246
19830802,CHIRON CORP,17004010,23318
19790703,CHITTENDEN CORP,17022810,23326
19680102,CHOCK FULL O NUTS CORP,17026810,26841
19970808,CHOICEPOINT INC,17038810,85255
20000217,CHOICE ONE COMMUNICATIONS INC,17038P10,87596
19920626,CHOLESTECH CORP,17039310,77701
19721215,CHOMERICS INC,17039410,23334
20000215,CHORDIANT SOFTWARE INC,17040410,87649
20070220,CHORDIANT SOFTWARE INC,17040430,87649
19680102,CHRIS CRAFT INDS INC,17052010,21282
19701202,CHRISTIANA COMPANIES INC,17081910,30525
20000728,CHRISTOPHER AND BANKS CORP,17104610,77478
19920416,CHROMCRAFT REVINGTON INC,17111710,77521
19920320,CHRONIMED INC,17116410,77427
19961220,CHRYSALIS INTERNATIONAL CORP,17118810,77170
19680102,CHRYSLER CORP,17119610,11260
19721214,CHUBB CORP,17123210,59192
19761230,CHURCH & DWIGHT INC,17134010,23393
19930329,CHURCHILL DOWNS INC,17148410,79026
19751126,CHYRON CORP,17160510,68320
19970210,CHYRON CORP,17160520,68320
20070920,CHYRON CORP,17160530,68320
19940317,CIBER INC,17163B10,80316
19940303,CIDCO INC,17176810,80313
19970207,CIENA CORP,17177910,84519
20060925,CIENA CORP,17177930,84519
19850507,CILCORP INC,17179410,24117
19940729,CIMA LABS INC,17179610,80740
20021001,CIMAREX ENERGY CO,17179810,89509
19721222,CIMARRON INVESTMENT INC,17182210,23465
19860513,CIMCO,17184210,10248
19870925,CIMCO INC,17184210,10248
19880427,CIMM INC,17185410,10856
19890727,CIMM INC,17185430,10856
19700317,CINCINNATI BELL INC,17187010,47677
19680102,CINCINNATI GAS & ELEC CO,17207010,22947
19831213,CINCINNATI MICROWAVE INC,17216710,23481
20131009,CINEDIGM CORP,17240610,89889
20160510,CINEDIGM CORP,17240620,89889
19950825,CINEMASTAR LUXURY THEATERS INC,17244C10,81264
19981202,CINEMASTAR LUXURY THEATERS INC,17244C20,81264
19940617,CINERGI PICTURES ENTMT INC,17247010,80618
19941025,CINERGY CORP,17247410,22947
19811006,CIPHER DATA PRODS INC,17252810,23529
19850606,CIRCADIAN INC,17253110,86634
19930326,CIRCA PHARMACEUTICALS INC,17253C10,64178
19910806,CIRCLE FINANCIAL CORP,17256410,76775
19970514,CIRCLE INTERNATIONAL INC,17257410,41014
19950323,CIRCLE K CORP DEL,17258510,81296
19830707,CIRCON CORP,17273610,23588
19840621,CIRCUIT CITY STORES INC,17273710,47175
